4194319,3,0,1
4194319,5,3,1
4194319,7,1,1
4194319,7,2,1
4194319,3,6,1
4194319,5,1,1
4194319,1,4,1
4194319,5,4,1
4194319,0,1,1
4194319,1,3,1
4194319,2,6,1
4194319,6,0,1
4194319,4,2,1
4194319,4,7,1
4194319,5,5,1
4194319,3,7,1
4194319,4,6,1
4194319,0,0,1
4194319,6,6,1
4194319,6,1,1
4194319,0,2,1
4194319,2,1,1
4194319,2,7,1
4194319,4,1,1
4194319,7,3,1
4194319,5,7,1
4194319,6,2,1
4194319,7,0,1
4194319,5,6,1
4194319,6,5,1
4194319,5,0,1
4194319,0,4,1
4194319,2,3,1
4194319,3,1,1
4194319,4,0,1
4194319,0,3,1
4194319,3,2,1
4194319,2,5,1
4194319,2,4,1
4194319,5,2,1
4194319,3,5,1
4194319,7,5,1
4194319,7,4,1
4194319,0,7,1
4194319,2,0,1
4194319,6,4,1
4194319,1,2,1
4194319,6,3,1
4194319,7,7,1
4194319,1,6,1
4194319,2,2,1
4194319,6,7,1
4194319,1,5,1
4194319,0,5,1
4194319,0,6,1
4194319,4,3,1
4194319,7,6,1
4194319,1,1,1
4194319,1,7,1
4194319,4,4,1
4194319,4,5,1
4194319,1,0,1
4194319,3,4,1
4194319,3,3,1
8388623,5,1,1
8388623,5,2,1
8388623,5,3,1
8388623,5,4,1
8388623,5,5,1
8388623,5,6,1
8388623,5,7,1
8388623,6,0,1
8388623,6,1,1
8388623,6,2,1
8388623,6,3,1
8388623,6,4,1
8388623,6,5,1
8388623,6,6,1
8388623,6,7,1
8388623,7,0,1
8388623,7,1,1
8388623,7,2,1
8388623,7,3,1
8388623,7,4,1
8388623,7,5,1
8388623,7,6,1
8388623,7,7,1
8388623,0,0,1
8388623,0,1,1
8388623,0,2,1
8388623,0,3,1
8388623,0,4,1
8388623,0,5,1
8388623,0,6,1
8388623,0,7,1
8388623,1,0,1
8388623,1,1,1
8388623,1,2,1
8388623,1,3,1
8388623,1,4,1
8388623,1,5,1
8388623,1,6,1
8388623,1,7,1
8388623,2,0,1
8388623,2,1,1
8388623,2,2,1
8388623,2,3,1
8388623,2,4,1
8388623,2,5,1
8388623,2,6,1
8388623,2,7,1
8388623,3,0,1
8388623,3,1,1
8388623,3,2,1
8388623,3,3,1
8388623,3,4,1
8388623,3,5,1
8388623,3,6,1
8388623,3,7,1
8388623,4,0,1
8388623,4,1,1
8388623,4,2,1
8388623,4,3,1
8388623,4,4,1
8388623,4,5,1
8388623,4,6,1
8388623,4,7,1
8388623,5,0,1
