1, 1, 1, 1, 1, 0.311848, 0.311847, 16188
1, 1, 1, 12, 1, 0.312507, 0.312515, 188544
1, 1, 1, 16, 1, 0.312117, 0.31212, 251114
1, 1, 1, 2, 1, 0.312431, 0.312429, 31801
1, 1, 1, 24, 1, 0.312156, 0.312155, 376691
1, 1, 1, 32, 1, 0.312441, 0.31245, 501998
1, 1, 1, 4, 1, 0.312405, 0.312414, 63374
16, 16, 16, 1, 1, 1.11792, 1.11791, 4.70556e+06
16, 16, 1, 12, 1, 1.11801, 1.11801, 1.75254e+06
16, 16, 1, 16, 1, 1.11804, 1.11804, 2.2401e+06
1, 1, 1, 6, 1, 0.312449, 0.312449, 94614
16, 16, 1, 24, 1, 1.11791, 1.11791, 3.41613e+06
1, 1, 1, 8, 1, 0.31243, 0.312438, 125977
2, 2, 2, 1, 1, 0.312401, 0.312416, 116181
2, 2, 1, 16, 1, 0.312427, 0.312437, 1.08003e+06
2, 2, 2, 2, 1, 0.31243, 0.312429, 248428
2, 2, 1, 24, 1, 0.312442, 0.312441, 1.65768e+06
2, 2, 1, 32, 1, 0.413085, 0.413083, 2.25309e+06
2, 2, 2, 4, 1, 0.31184, 0.311838, 483993
2, 2, 2, 6, 1, 0.311877, 0.311882, 776483
32, 32, 32, 1, 1, 6.31757, 6.31757, 1.13038e+09
32, 32, 1, 12, 1, 2.31764, 2.31765, 2.28272e+06
32, 32, 1, 16, 1, 2.31655, 2.31657, 2.78353e+06
32, 32, 32, 2, 1, 6.12052, 6.12053, 1.07114e+09
32, 32, 1, 24, 1, 2.31386, 2.31387, 3.86768e+06
4, 4, 4, 1, 1, 0.312413, 0.312411, 425538
4, 4, 1, 16, 1, 0.312368, 0.312367, 1.68002e+06
4, 4, 1, 24, 1, 0.312383, 0.312381, 2.53636e+06
8, 8, 8, 1, 1, 0.614491, 0.614489, 5.81592e+07
8, 8, 1, 12, 1, 0.413181, 0.413194, 1.52721e+06
8, 8, 1, 16, 1, 0.41307, 0.413069, 2.00228e+06
8, 8, 8, 2, 1, 1.81269, 1.81269, 3.94311e+08
8, 8, 1, 24, 1, 0.41312, 0.413128, 3.09251e+06
