n38   ,0.0280223,0.0758718,8.7405e-05,0.0496999  ,0.0387237,0.0770217,0.0275692,0.0812682,0.017774,0.0693255   ,n475,n41,n266
n39   ,0.154196,-0.0856815,5.50953e-05,0.0371626  ,0.161077,-0.0906026,0.151045,-0.0780901,0.150466,-0.0883519   ,n486,n72,n586
n40   ,-0.0443966,-0.0756763,0.000289528,0.0868523  ,-0.0339296,-0.0950624,-0.0405419,-0.0643749,-0.0587183,-0.0675916   ,n488,n64,n206
n41   ,0.0296842,0.0698207,0.000121931,0.0535646  ,0.0325547,0.0631151,0.0387237,0.0770217,0.017774,0.0693255   ,n38,n373,n178
n42   ,-0.443532,0.0279534,0.000633943,0.11489  ,-0.454462,0.0477162,-0.453958,0.00813639,-0.422177,0.0280077   ,n44,n68,_
n43   ,-0.0448426,0.0277572,0.000165036,0.0607674  ,-0.0520311,0.0399205,-0.0476884,0.0172667,-0.0348084,0.0260844   ,n384,n65,n18
n44   ,-0.435853,0.00902224,0.000497424,0.104059  ,-0.453958,0.00813639,-0.431424,-0.00907733,-0.422177,0.0280077   ,n49,n42,n280
n45   ,-0.234448,-0.0726891,0.000679621,0.120011  ,-0.258274,-0.0709271,-0.228073,-0.0921767,-0.216997,-0.0549635   ,n94,n14,_
n46   ,-0.154311,-0.0283103,0.000396429,0.0913456  ,-0.143118,-0.016883,-0.171207,-0.0219483,-0.148608,-0.0460996   ,n107,n200,n204
n47   ,0.293573,-0.021946,0.000327388,0.0830422  ,0.305101,-0.0340683,0.295788,-0.00534208,0.279831,-0.0264277   ,n32,n197,_
n48   ,-0.0271685,0.0277821,7.09836e-05,0.0385034  ,-0.0220369,0.0227283,-0.0246603,0.0345336,-0.0348084,0.0260844   ,n236,n231,_
n49   ,-0.421449,0.00689273,0.000333381,0.0902012  ,-0.422177,0.0280077,-0.431424,-0.00907733,-0.410746,0.00174785   ,n82,n423,n44
n50   ,0.123586,0.0483206,0.000270025,0.075952  ,0.107297,0.0481753,0.133324,0.0373558,0.130136,0.0594306   ,n326,n287,n33
n51   ,-0.027252,-0.020612,3.21759e-05,0.0273407  ,-0.0245291,-0.0244929,-0.0235144,-0.0180611,-0.0337123,-0.0192821   ,n143,n157,n345
n52   ,0.145167,0.0367857,0.000226137,0.0744127  ,0.142807,0.0241701,0.159371,0.0488312,0.133324,0.0373558   ,n54,n509,n80
n53   ,0.280653,0.00218763,0.000303242,0.0799893  ,0.295788,-0.00534208,0.278343,0.0166945,0.267829,-0.00478955   ,n36,n32,_
n54   ,0.145249,0.0465036,0.000152154,0.0640884  ,0.133324,0.0373558,0.159371,0.0488312,0.143051,0.0533238   ,n492,n326,n52
n55   ,-0.0707041,-0.0308111,0.000165962,0.062319  ,-0.0845577,-0.0320008,-0.0668302,-0.0384649,-0.0607246,-0.0219676   ,n297,n179,n428
n56   ,-0.356452,-0.033502,0.000325521,0.0850833  ,-0.35713,-0.0524992,-0.344596,-0.0214012,-0.367629,-0.0266056   ,n87,n233,n101
n57   ,-0.438996,-0.067292,0.00022697,0.0729437  ,-0.452951,-0.0710233,-0.435426,-0.0771804,-0.42861,-0.0536723   ,n133,n182,n390
n58   ,0.112884,0.0325699,0.000178995,0.0675554  ,0.107297,0.0481753,0.107822,0.0253517,0.123533,0.0241825   ,n218,n33,_
n59   ,0.0824374,0.0619572,5.67323e-05,0.0365978  ,0.0760706,0.064125,0.0805088,0.0566733,0.0907326,0.0650732   ,n222,n66,n524
n60   ,-0.0498607,-0.0446452,0.000148082,0.056389  ,-0.0518166,-0.0354883,-0.0589333,-0.0526435,-0.0388322,-0.0458039   ,n162,n121,n245
n61   ,-0.377853,0.0699955,0.000429974,0.101997  ,-0.392846,0.0889255,-0.382717,0.057017,-0.357997,0.064044   ,n458,n126,n114
n62   ,-0.0196396,-0.0785272,0.000310403,0.0896746  ,-0.0339296,-0.0950624,-0.00209008,-0.0727014,-0.0228991,-0.0678177   ,n412,n206,n227
n63   ,0.263785,0.053143,0.000157134,0.0600071  ,0.277424,0.0502741,0.256559,0.0623432,0.257372,0.0468116   ,n215,n170,n96
n64   ,-0.0525698,-0.08162,0.000268262,0.0866153  ,-0.0339296,-0.0950624,-0.0587183,-0.0675916,-0.0650614,-0.0822061   ,n495,n581,n40
n65   ,-0.0413102,0.0354723,0.00010759,0.0515486  ,-0.0520311,0.0399205,-0.0348084,0.0260844,-0.0370912,0.0404122   ,n236,n487,n43
n66   ,0.0823489,0.0672322,5.94074e-05,0.0368996  ,0.0760706,0.064125,0.0907326,0.0650732,0.0802435,0.0724984   ,n318,n607,n59
n67   ,0.028907,0.0135921,0.000110834,0.0560728  ,0.016068,0.0214822,0.0326109,0.00556084,0.0380421,0.0137332   ,n447,n568,n388
n68   ,-0.436722,0.0460967,0.000446002,0.0998656  ,-0.454462,0.0477162,-0.422177,0.0280077,-0.433527,0.0625661   ,n29,n195,n42
n69   ,0.00498713,-0.0580736,0.000324367,0.0861774  ,-0.00655882,-0.0513828,-0.00209008,-0.0727014,0.0236103,-0.0501367   ,n343,_,n412
n70   ,-0.0151664,0.066556,0.000126897,0.0556403  ,-0.028067,0.0688928,-0.0127849,0.0595669,-0.0046474,0.0712084   ,n469,n193,n282
n71   ,0.12309,-0.00120132,0.000294275,0.0782137  ,0.108346,0.00252813,0.127295,-0.015571,0.133629,0.00943891   ,n259,n160,n291
n72   ,0.157146,-0.0909018,1.80305e-05,0.0250755  ,0.159896,-0.0937507,0.161077,-0.0906026,0.150466,-0.0883519   ,n39,n585,_
n73   ,-0.402615,-0.023809,0.000161683,0.0588195  ,-0.39657,-0.0133329,-0.414444,-0.0264774,-0.396832,-0.0316167   ,n398,n298,n7
n74   ,-0.406988,0.0412996,0.000457939,0.0981083  ,-0.422177,0.0280077,-0.390589,0.0355515,-0.408199,0.0603397   ,n75,n29,n406
n75   ,-0.393835,0.0509694,0.000286576,0.0789687  ,-0.382717,0.057017,-0.408199,0.0603397,-0.390589,0.0355515   ,n74,n489,n114
n76   ,0.0505108,-0.0774219,2.57266e-05,0.023537  ,0.0520601,-0.0732488,0.0457063,-0.0792933,0.0537661,-0.0797237   ,n106,n268,n210
n77   ,0.250148,-0.0406026,0.000198326,0.0702207  ,0.250141,-0.0309202,0.236499,-0.0511204,0.263803,-0.0397671   ,n81,n522,_
n78   ,-0.269088,-0.00383901,0.00030409,0.0795019  ,-0.284377,-0.00333079,-0.261992,-0.0173345,-0.260895,0.00914821   ,n103,n342,n100
n79   ,-0.0399188,-0.00910622,4.47632e-05,0.0321533  ,-0.0449608,-0.0147866,-0.0350298,-0.009517,-0.0397657,-0.00301504   ,n491,n166,n365
n80   ,0.153719,0.0328937,0.000186897,0.0691042  ,0.159371,0.0488312,0.142807,0.0241701,0.158978,0.0256797   ,n225,_,n52
n81   ,0.255061,-0.0493631,0.000244127,0.0760622  ,0.236499,-0.0511204,0.26488,-0.0572019,0.263803,-0.0397671   ,n473,n77,n172
n82   ,-0.418871,-0.011269,0.000271809,0.0761193  ,-0.431424,-0.00907733,-0.414444,-0.0264774,-0.410746,0.00174785   ,n7,n49,n274
n83   ,-0.262677,0.0259844,0.000365281,0.087332  ,-0.278037,0.0344549,-0.260895,0.00914821,-0.249098,0.03435   ,n105,n120,n353
n84   ,0.190401,0.0843216,3.33905e-05,0.0279015  ,0.187582,0.079775,0.196646,0.0864977,0.186974,0.0866922   ,n252,n600,n22
n85   ,-0.0388767,-0.0213436,6.96074e-05,0.0403196  ,-0.0449608,-0.0147866,-0.0379571,-0.029962,-0.0337123,-0.0192821   ,n180,n365,n244
n86   ,0.126701,0.0722027,0.000261916,0.07673  ,0.136285,0.0873952,0.113681,0.0697825,0.130136,0.0594306   ,n287,n405,n146
n87   ,-0.356289,-0.0159551,0.000279436,0.0772107  ,-0.367629,-0.0266056,-0.344596,-0.0214012,-0.356641,0.000141457   ,n213,n95,n56
n88   ,-0.403724,-0.0582023,6.68266e-05,0.0377941  ,-0.400562,-0.0640101,-0.39872,-0.0533037,-0.411889,-0.057293   ,n317,n35,_
n89   ,0.120342,-0.0669301,0.000260805,0.0760263  ,0.106309,-0.0696183,0.12455,-0.0785137,0.130168,-0.0526583   ,n217,n97,n430
n90   ,-0.0526692,0.00695642,0.000109213,0.0496242  ,-0.0476884,0.0172667,-0.0614539,0.00338998,-0.0488654,0.000212552   ,n472,n330,n161
n91   ,0.0544663,-0.0523669,1.01829e-05,0.0151399  ,0.0566652,-0.0536127,0.0537794,-0.0488905,0.0529542,-0.0545975   ,n399,n431,_
n92   ,-0.316424,0.0566646,0.000278607,0.0850166  ,-0.301473,0.0442752,-0.323081,0.0746046,-0.324717,0.051114   ,n219,n403,_
n93   ,0.0420765,-0.0206177,1.71665e-05,0.0201828  ,0.0415806,-0.0239682,0.0453845,-0.0213448,0.0392643,-0.01654   ,n566,n372,_
n94   ,-0.210845,-0.0736691,0.000654197,0.118437  ,-0.216997,-0.0549635,-0.228073,-0.0921767,-0.187464,-0.0738669   ,n164,n392,n45
n95   ,-0.367686,-0.0105064,0.000267627,0.0759322  ,-0.367629,-0.0266056,-0.356641,0.000141457,-0.378788,-0.0050552   ,n355,n468,n87
n96   ,0.268161,0.0606123,0.000155861,0.05982  ,0.277424,0.0502741,0.270499,0.0692195,0.256559,0.0623432   ,n237,n63,n240
n97   ,0.112068,-0.0580254,0.000268385,0.0787216  ,0.106309,-0.0696183,0.130168,-0.0526583,0.0997269,-0.0517996   ,n224,n479,n89
n98   ,0.0288711,-0.0820502,6.08436e-05,0.0386397  ,0.0355814,-0.0819753,0.021247,-0.0760906,0.0297848,-0.0880848   ,n363,n511,n401
n99   ,-0.228314,-0.0414732,0.000323194,0.084118  ,-0.221977,-0.0299887,-0.245969,-0.0394673,-0.216997,-0.0549635   ,n14,n19,n255
n100   ,-0.274773,-0.0202237,0.000365485,0.091363  ,-0.284377,-0.00333079,-0.27795,-0.040006,-0.261992,-0.0173345   ,n357,n78,_
n101   ,-0.343335,-0.0392484,0.000394378,0.0913991  ,-0.35713,-0.0524992,-0.328278,-0.0438449,-0.344596,-0.0214012   ,n214,n56,_
n102   ,-0.0710313,-0.0574754,0.00018312,0.0639824  ,-0.0767144,-0.0496542,-0.0774461,-0.0701284,-0.0589333,-0.0526435   ,n119,n391,_
n103   ,-0.254213,-0.00676299,0.0002916,0.0793273  ,-0.261992,-0.0173345,-0.239753,-0.0121027,-0.260895,0.00914821   ,n11,n78,n310
n104   ,-0.41624,-0.0517982,0.000114187,0.0528724  ,-0.42861,-0.0536723,-0.411889,-0.057293,-0.408219,-0.0444292   ,n317,n112,n300
n105   ,-0.248949,0.0178101,0.000298326,0.0791971  ,-0.236853,0.00993214,-0.249098,0.03435,-0.260895,0.00914821   ,n83,n11,n292
n106   ,0.0503601,-0.0821727,3.18073e-05,0.0262521  ,0.0516078,-0.0875012,0.0537661,-0.0797237,0.0457063,-0.0792933   ,n76,n123,n5
n107   ,-0.166465,-0.0392205,0.000413723,0.0931519  ,-0.179581,-0.0496136,-0.148608,-0.0460996,-0.171207,-0.0219483   ,n46,n277,n361
n108   ,-0.0482687,0.0532511,0.00019232,0.0656662  ,-0.0542455,0.0661524,-0.0520311,0.0399205,-0.0385296,0.0536804   ,n487,n23,n281
n109   ,-0.030603,-0.00723211,4.27288e-05,0.0303095  ,-0.0314611,-0.00124017,-0.0350298,-0.009517,-0.0253181,-0.0109392   ,n205,n10,n491
n110   ,0.276775,-0.0620853,0.000271388,0.0786184  ,0.282671,-0.0797155,0.282774,-0.0493385,0.26488,-0.0572019   ,n473,n148,n173
n111   ,0.0430768,0.0837187,5.62321e-05,0.0351221  ,0.0491885,0.0845094,0.0413183,0.0896251,0.0387237,0.0770217   ,n266,n189,_
n112   ,-0.417091,-0.0415263,0.000211788,0.072051  ,-0.42861,-0.0536723,-0.408219,-0.0444292,-0.414444,-0.0264774   ,n398,n360,n104
n113   ,-0.409626,0.0795786,0.000504256,0.10257  ,-0.427833,0.0894706,-0.408199,0.0603397,-0.392846,0.0889255   ,n114,_,n316
n114   ,-0.394587,0.0687607,0.000389726,0.0916239  ,-0.392846,0.0889255,-0.408199,0.0603397,-0.382717,0.057017   ,n75,n61,n113
n115   ,-0.0735617,-0.080979,0.000131201,0.0533597  ,-0.0781777,-0.0906026,-0.0650614,-0.0822061,-0.0774461,-0.0701284   ,n495,_,n12
n116   ,0.239029,-0.000677306,0.00021753,0.0708347  ,0.224432,0.00790612,0.241222,-0.0119006,0.251435,0.00196255   ,n127,n132,_
n117   ,0.202229,0.074239,7.42645e-05,0.0403728  ,0.200404,0.0825536,0.197043,0.0707329,0.209238,0.0694305   ,n165,n553,n17
n118   ,-0.0120169,0.00166775,8.55305e-05,0.0422278  ,-0.00599169,-0.00431393,-0.0103363,0.00946303,-0.0197226,-0.000145846   ,n13,n262,n309
n119   ,-0.0650326,-0.0634545,0.000140245,0.059313  ,-0.0774461,-0.0701284,-0.0587183,-0.0675916,-0.0589333,-0.0526435   ,n488,n102,n495
n120   ,-0.261803,0.0449398,0.000457694,0.0991437  ,-0.258274,0.0660145,-0.278037,0.0344549,-0.249098,0.03435   ,n83,n435,_
n121   ,-0.0428686,-0.0370847,0.000107362,0.0473699  ,-0.0518166,-0.0354883,-0.0388322,-0.0458039,-0.0379571,-0.029962   ,n187,n269,n60
n122   ,0.0681147,0.0477572,8.79512e-06,0.0155356  ,0.0654536,0.0455519,0.0717127,0.0485355,0.0671778,0.0491842   ,n358,n424,n558
n123   ,0.047357,-0.0853874,3.36233e-05,0.0273289  ,0.0516078,-0.0875012,0.0457063,-0.0792933,0.044757,-0.0893677   ,n438,n230,n106
n124   ,0.03875,0.0627134,5.32747e-05,0.0378925  ,0.0325547,0.0631151,0.036416,0.0571319,0.0472793,0.0678933   ,n606,n178,n142
n125   ,-0.297909,0.0066532,0.000270616,0.0763142  ,-0.297826,0.0199242,-0.311524,0.00336619,-0.284377,-0.00333079   ,n153,n295,n271
n126   ,-0.369567,0.08045,0.000425773,0.102149  ,-0.357859,0.0883804,-0.392846,0.0889255,-0.357997,0.064044   ,n61,n288,_
n127   ,0.253495,-0.00490919,0.000148118,0.0624909  ,0.267829,-0.00478955,0.251435,0.00196255,0.241222,-0.0119006   ,n116,n134,n37
n128   ,-0.0287479,0.0513607,8.21969e-05,0.0432165  ,-0.0240044,0.0446337,-0.0237095,0.0557679,-0.0385296,0.0536804   ,n410,n229,n188
n129   ,-0.180353,0.00999384,0.000339932,0.0844319  ,-0.191381,-0.000149802,-0.164695,0.00384692,-0.184985,0.0262844   ,n191,n149,n177
n130   ,-0.0129488,-0.0132898,2.23937e-05,0.0249215  ,-0.0145105,-0.0107243,-0.017652,-0.0151232,-0.00668397,-0.0140218   ,n24,n9,n138
n131   ,-0.11035,0.0147609,0.000536179,0.105757  ,-0.0976463,-0.00152356,-0.104053,0.034828,-0.129349,0.0109781   ,n453,n135,_
n132   ,0.240459,0.00922201,0.000196186,0.0678401  ,0.224432,0.00790612,0.251435,0.00196255,0.245509,0.0177974   ,n201,n254,n116
n133   ,-0.427964,-0.0679964,0.000169249,0.0619075  ,-0.42861,-0.0536723,-0.435426,-0.0771804,-0.419855,-0.0731364   ,n462,n300,n57
n134   ,0.257691,-0.0131908,0.00022717,0.0713386  ,0.264023,-0.0228822,0.267829,-0.00478955,0.241222,-0.0119006   ,n127,n202,n144
n135   ,-0.115164,-0.00279047,0.00038875,0.0913268  ,-0.0976463,-0.00152356,-0.129349,0.0109781,-0.118497,-0.017826   ,n154,n380,n131
n136   ,-0.0426315,0.0747152,0.000288501,0.0775921  ,-0.0455819,0.0891004,-0.0542455,0.0661524,-0.028067,0.0688928   ,n23,n185,n446
n137   ,0.188986,0.0589595,3.03005e-05,0.028328  ,0.181893,0.056846,0.193195,0.0573656,0.19187,0.0626669   ,n437,n211,n3
n138   ,-0.0191602,-0.0122622,2.34334e-05,0.0249489  ,-0.0253181,-0.0109392,-0.017652,-0.0151232,-0.0145105,-0.0107243   ,n130,n34,n341
n139   ,0.18158,0.0732394,8.51552e-05,0.045634  ,0.186427,0.0690593,0.187582,0.079775,0.17073,0.0708838   ,n347,n325,n196
n140   ,-0.341966,0.0520033,0.000290147,0.0843487  ,-0.343184,0.0408519,-0.324717,0.051114,-0.357997,0.064044   ,n219,n480,n416
n141   ,0.0255087,-0.00917356,6.47275e-05,0.0386037  ,0.033565,-0.00898077,0.0185773,-0.00398313,0.0243839,-0.0145568   ,n242,n484,n284
n142   ,0.0287398,0.0555505,7.80518e-05,0.0517471  ,0.0172486,0.0464045,0.036416,0.0571319,0.0325547,0.0631151   ,n124,n373,n604
n143   ,-0.027515,-0.0160941,3.74158e-05,0.0294526  ,-0.0253181,-0.0109392,-0.0337123,-0.0192821,-0.0235144,-0.0180611   ,n51,n341,n205
n144   ,0.270561,-0.0180331,0.000149744,0.0594321  ,0.279831,-0.0264277,0.267829,-0.00478955,0.264023,-0.0228822   ,n134,n528,n32
n145   ,-0.0233516,0.00533497,3.73698e-05,0.0290719  ,-0.0213644,0.00919871,-0.0289679,0.00695204,-0.0197226,-0.000145846   ,n163,n13,n434
n146   ,0.117973,0.0820052,0.000301048,0.0824173  ,0.136285,0.0873952,0.103952,0.0888381,0.113681,0.0697825   ,n394,n86,_
n147   ,-0.410462,-0.0727717,0.000118025,0.0533883  ,-0.400562,-0.0640101,-0.419855,-0.0731364,-0.41097,-0.0811685   ,n313,n579,n35
n148   ,0.270432,-0.0707119,0.000173057,0.0662017  ,0.282671,-0.0797155,0.26488,-0.0572019,0.263744,-0.0752182   ,n481,n404,n110
n149   ,-0.196026,0.0144525,0.00032428,0.0821615  ,-0.191381,-0.000149802,-0.184985,0.0262844,-0.211712,0.0172228   ,n264,n212,n129
n150   ,0.243784,-0.0840579,0.00010228,0.0491943  ,0.236865,-0.0849788,0.245796,-0.0936455,0.248691,-0.0735494   ,n286,n413,n279
n151   ,0.0436889,0.0737966,2.6598e-05,0.0277375  ,0.0472793,0.0678933,0.0450638,0.0764748,0.0387237,0.0770217   ,n189,n178,n574
n152   ,0.078138,0.0777646,6.79075e-05,0.0409961  ,0.0684705,0.0804432,0.0802435,0.0724984,0.0857001,0.0803523   ,n318,n16,n607
n153   ,-0.300194,-0.0053853,0.000242553,0.0727156  ,-0.304682,-0.0161913,-0.284377,-0.00333079,-0.311524,0.00336619   ,n125,n441,_
n154   ,-0.130321,-0.00791029,0.000349479,0.0864976  ,-0.143118,-0.016883,-0.118497,-0.017826,-0.129349,0.0109781   ,n135,n8,n238
n155   ,0.21517,-0.060228,1.25897e-05,0.0214396  ,0.211315,-0.058466,0.213156,-0.0614847,0.221039,-0.0607334   ,n497,n589,n418
n156   ,0.0483782,0.0481967,1.9588e-05,0.0250605  ,0.0499755,0.0448961,0.0525989,0.0476507,0.0425604,0.0520435   ,n573,n571,_
n157   ,-0.0299756,-0.0234213,2.78093e-05,0.0254743  ,-0.0245291,-0.0244929,-0.0337123,-0.0192821,-0.0316853,-0.0264888   ,n180,n186,n51
n158   ,0.252149,0.0757973,0.000258548,0.0733243  ,0.238511,0.0783211,0.256559,0.0623432,0.261378,0.0867277   ,n237,_,n290
n159   ,-0.0684517,0.0381209,0.000406727,0.0924002  ,-0.0771235,0.0536835,-0.0762004,0.0207588,-0.0520311,0.0399205   ,n18,n281,_
n160   ,0.121836,0.0120499,0.000221267,0.0705288  ,0.108346,0.00252813,0.133629,0.00943891,0.123533,0.0241825   ,n518,n218,n71
n161   ,-0.0617809,0.0138052,0.000221863,0.0710559  ,-0.0762004,0.0207588,-0.0614539,0.00338998,-0.0476884,0.0172667   ,n90,n18,n20
n162   ,-0.0461025,-0.0542741,0.000180802,0.0616969  ,-0.0405419,-0.0643749,-0.0388322,-0.0458039,-0.0589333,-0.0526435   ,n60,n488,n432
n163   ,-0.0267172,0.00185534,4.67182e-05,0.0320084  ,-0.0314611,-0.00124017,-0.0197226,-0.000145846,-0.0289679,0.00695204   ,n145,n444,n10
n164   ,-0.202174,-0.0884345,0.000483366,0.107941  ,-0.187464,-0.0738669,-0.228073,-0.0921767,-0.190984,-0.0992599   ,_,n305,n94
n165   ,0.202357,0.066498,6.70857e-05,0.037434  ,0.200789,0.0593306,0.209238,0.0694305,0.197043,0.0707329   ,n117,n324,n28
n166   ,-0.0445306,-0.00586303,6.19432e-05,0.0380213  ,-0.0449608,-0.0147866,-0.0397657,-0.00301504,-0.0488654,0.000212552   ,n540,n304,n79
n167   ,0.055932,-0.070687,2.57793e-05,0.024185  ,0.0520601,-0.0732488,0.0614825,-0.0714534,0.0542533,-0.067359   ,n334,n243,n268
n168   ,0.197899,0.0895008,7.16505e-06,0.0132395  ,0.200034,0.0908056,0.197017,0.0911991,0.196646,0.0864977   ,n252,n552,_
n169   ,0.145007,0.0120457,0.000215521,0.0700331  ,0.158584,0.00252813,0.142807,0.0241701,0.133629,0.00943891   ,n518,n283,n225
n170   ,0.267898,0.0444852,0.000124647,0.0522124  ,0.268898,0.03637,0.277424,0.0502741,0.257372,0.0468116   ,n63,n448,_
n171   ,-0.0285853,0.0398599,6.47044e-05,0.037623  ,-0.0246603,0.0345336,-0.0240044,0.0446337,-0.0370912,0.0404122   ,n229,n236,_
n172   ,0.250023,-0.0606239,0.000281198,0.0775596  ,0.236499,-0.0511204,0.248691,-0.0735494,0.26488,-0.0572019   ,n481,n81,n449
n173   ,0.288313,-0.0626164,0.000254422,0.0764299  ,0.282671,-0.0797155,0.299493,-0.0587953,0.282774,-0.0493385   ,n294,n110,_
n174   ,-0.173097,0.0394777,0.000463694,0.0988754  ,-0.1559,0.0325595,-0.178406,0.059589,-0.184985,0.0262844   ,n176,n191,n339
n175   ,0.0708581,0.0538355,1.87093e-05,0.0214579  ,0.0726714,0.0571853,0.0681903,0.0557858,0.0717127,0.0485355   ,n358,n323,n2
