4.0,0.5,0.25,1263643683,1749483631,2281526885,2797547841,3242335179,3031323612,2545483664,2013440410,1497419454,1052632116
4.0,0.5,0.0,1155094609,1621524825,2147483648,2673442470,3139872686,3139872686,2673442470,2147483648,1621524825,1155094609
4.0,0.25,1.0,2147483648,2414529685,2673442470,2917050301,3139872686,2147483648,1880437610,1621524825,1377916994,1155094609
4.0,0.25,0.5,1880437610,2147483648,2414529685,2673442470,2917050301,2414529685,2147483648,1880437610,1621524825,1377916994
4.0,0.25,0.25,1749483631,2013440410,2281526885,2545483664,2797547841,2545483664,2281526885,2013440410,1749483631,1497419454
4.0,0.25,0.0,1621524825,1880437610,2147483648,2414529685,2673442470,2673442470,2414529685,2147483648,1880437610,1621524825
4.0,0.0,1.0,2673442470,2673442470,2673442470,2673442470,2673442470,1621524825,1621524825,1621524825,1621524825,1621524825
4.0,0.0,0.5,2414529685,2414529685,2414529685,2414529685,2414529685,1880437610,1880437610,1880437610,1880437610,1880437610
4.0,0.0,0.25,2281526885,2281526885,2281526885,2281526885,2281526885,2013440410,2013440410,2013440410,2013440410,2013440410
4.0,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
2.0,1.0,1.0,203692574,1155094609,3139872686,4091274721,4266221720,4091274721,3139872686,1155094609,203692574,28745575
2.0,1.0,0.5,125895072,783511658,2673442470,3969158893,4247778736,4169072223,3511455637,1621524825,325808402,47188559
2.0,1.0,0.25,98687052,635857873,2414529685,3885444462,4234564477,4196280243,3659109422,1880437610,409522833,60402818
2.0,1.0,0.0,77250183,511972651,2147483648,3782994644,4217717112,4217717112,3782994644,2147483648,511972651,77250183
2.0,0.5,1.0,1155094609,2147483648,3139872686,3782994644,4091274721,3139872686,2147483648,1155094609,511972651,203692574
2.0,0.5,0.5,783511658,1621524825,2673442470,3511455637,3969158893,3511455637,2673442470,1621524825,783511658,325808402
2.0,0.5,0.25,635857873,1377916994,2414529685,3338477482,3885444462,3659109422,2917050301,1880437610,956489813,409522833
2.0,0.5,0.0,511972651,1155094609,2147483648,3139872686,3782994644,3782994644,3139872686,2147483648,1155094609,511972651
2.0,0.25,1.0,2147483648,2673442470,3139872686,3511455637,3782994644,2147483648,1621524825,1155094609,783511658,511972651
2.0,0.25,0.5,1621524825,2147483648,2673442470,3139872686,3511455637,2673442470,2147483648,1621524825,1155094609,783511658
2.0,0.25,0.25,1377916994,1880437610,2414529685,2917050301,3338477482,2917050301,2414529685,1880437610,1377916994,956489813
2.0,0.25,0.0,1155094609,1621524825,2147483648,2673442470,3139872686,3139872686,2673442470,2147483648,1621524825,1155094609
2.0,0.0,1.0,3139872686,3139872686,3139872686,3139872686,3139872686,1155094609,1155094609,1155094609,1155094609,1155094609
2.0,0.0,0.5,2673442470,2673442470,2673442470,2673442470,2673442470,1621524825,1621524825,1621524825,1621524825,1621524825
2.0,0.0,0.25,2414529685,2414529685,2414529685,2414529685,2414529685,1880437610,1880437610,1880437610,1880437610,1880437610
2.0,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
1.0,1.0,1.0,10619835,511972651,3782994644,4284347460,4294772313,4284347460,3782994644,511972651,10619835,194982
1.0,1.0,0.5,3912935,203692574,3139872686,4266221720,4294437320,4291054360,4091274721,1155094609,28745575,529975
1.0,1.0,0.25,2374166,125895072,2673442470,4247778736,4294093583,4292593129,4169072223,1621524825,47188559,873712
1.0,1.0,0.0,1440317,77250183,2147483648,4217717112,4293526978,4293526978,4217717112,2147483648,77250183,1440317
1.0,0.5,1.0,511972651,2147483648,3782994644,4217717112,4284347460,3782994644,2147483648,511972651,77250183,10619835
1.0,0.5,0.5,203692574,1155094609,3139872686,4091274721,4266221720,4091274721,3139872686,1155094609,203692574,28745575
1.0,0.5,0.25,125895072,783511658,2673442470,3969158893,4247778736,4169072223,3511455637,1621524825,325808402,47188559
1.0,0.5,0.0,77250183,511972651,2147483648,3782994644,4217717112,4217717112,3782994644,2147483648,511972651,77250183
1.0,0.25,1.0,2147483648,3139872686,3782994644,4091274721,4217717112,2147483648,1155094609,511972651,203692574,77250183
1.0,0.25,0.5,1155094609,2147483648,3139872686,3782994644,4091274721,3139872686,2147483648,1155094609,511972651,203692574
1.0,0.25,0.25,783511658,1621524825,2673442470,3511455637,3969158893,3511455637,2673442470,1621524825,783511658,325808402
1.0,0.25,0.0,511972651,1155094609,2147483648,3139872686,3782994644,3782994644,3139872686,2147483648,1155094609,511972651
1.0,0.0,1.0,3782994644,3782994644,3782994644,3782994644,3782994644,511972651,511972651,511972651,511972651,511972651
1.0,0.0,0.5,3139872686,3139872686,3139872686,3139872686,3139872686,1155094609,1155094609,1155094609,1155094609,1155094609
1.0,0.0,0.25,2673442470,2673442470,2673442470,2673442470,2673442470,1621524825,1621524825,1621524825,1621524825,1621524825
1.0,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
0.5,1.0,1.0,26389,77250183,4217717112,4294940906,4294967287,4294940906,4217717112,77250183,26389,8
0.5,1.0,0.5,3571,10619835,3782994644,4294772313,4294967230,4294963724,4284347460,511972651,194982,65
0.5,1.0,0.25,1313,3912935,3139872686,4294437320,4294967118,4294965982,4291054360,1155094609,529975,177
0.5,1.0,0.0,483,1440317,2147483648,4293526978,4294966812,4294966812,4293526978,2147483648,1440317,483
0.5,0.5,1.0,77250183,2147483648,4217717112,4293526978,4294940906,4217717112,2147483648,77250183,1440317,26389
0.5,0.5,0.5,10619835,511972651,3782994644,4284347460,4294772313,4284347460,3782994644,511972651,10619835,194982
0.5,0.5,0.25,3912935,203692574,3139872686,4266221720,4294437320,4291054360,4091274721,1155094609,28745575,529975
0.5,0.5,0.0,1440317,77250183,2147483648,4217717112,4293526978,4293526978,4217717112,2147483648,77250183,1440317
0.5,0.25,1.0,2147483648,3782994644,4217717112,4284347460,4293526978,2147483648,511972651,77250183,10619835,1440317
0.5,0.25,0.5,511972651,2147483648,3782994644,4217717112,4284347460,3782994644,2147483648,511972651,77250183,10619835
0.5,0.25,0.25,203692574,1155094609,3139872686,4091274721,4266221720,4091274721,3139872686,1155094609,203692574,28745575
0.5,0.25,0.0,77250183,511972651,2147483648,3782994644,4217717112,4217717112,3782994644,2147483648,511972651,77250183
0.5,0.0,1.0,4217717112,4217717112,4217717112,4217717112,4217717112,77250183,77250183,77250183,77250183,77250183
0.5,0.0,0.5,3782994644,3782994644,3782994644,3782994644,3782994644,511972651,511972651,511972651,511972651,511972651
0.5,0.0,0.25,3139872686,3139872686,3139872686,3139872686,3139872686,1155094609,1155094609,1155094609,1155094609,1155094609
0.5,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
0.25,1.0,1.0,0,1440317,4293526978,4294967295,4294967295,4294967295,4293526978,1440317,0,0
0.25,1.0,0.5,0,26389,4217717112,4294967287,4294967295,4294967295,4294940906,77250183,8,0
0.25,1.0,0.25,0,3571,3782994644,4294967230,4294967295,4294967295,4294963724,511972651,65,0
0.25,1.0,0.0,0,483,2147483648,4294966812,4294967295,4294967295,4294966812,2147483648,483,0
0.25,0.5,1.0,1440317,2147483648,4293526978,4294966812,4294967295,4293526978,2147483648,1440317,483,0
0.25,0.5,0.5,26389,77250183,4217717112,4294940906,4294967287,4294940906,4217717112,77250183,26389,8
0.25,0.5,0.25,3571,10619835,3782994644,4294772313,4294967230,4294963724,4284347460,511972651,194982,65
0.25,0.5,0.0,483,1440317,2147483648,4293526978,4294966812,4294966812,4293526978,2147483648,1440317,483
0.25,0.25,1.0,2147483648,4217717112,4293526978,4294940906,4294966812,2147483648,77250183,1440317,26389,483
0.25,0.25,0.5,77250183,2147483648,4217717112,4293526978,4294940906,4217717112,2147483648,77250183,1440317,26389
0.25,0.25,0.25,10619835,511972651,3782994644,4284347460,4294772313,4284347460,3782994644,511972651,10619835,194982
0.25,0.25,0.0,1440317,77250183,2147483648,4217717112,4293526978,4293526978,4217717112,2147483648,77250183,1440317
0.25,0.0,1.0,4293526978,4293526978,4293526978,4293526978,4293526978,1440317,1440317,1440317,1440317,1440317
0.25,0.0,0.5,4217717112,4217717112,4217717112,4217717112,4217717112,77250183,77250183,77250183,77250183,77250183
0.25,0.0,0.25,3782994644,3782994644,3782994644,3782994644,3782994644,511972651,511972651,511972651,511972651,511972651
0.25,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
0.125,1.0,1.0,0,483,4294966812,4294967295,4294967295,4294967295,4294966812,483,0,0
0.125,1.0,0.5,0,0,4293526978,4294967295,4294967295,4294967295,4294967295,1440317,0,0
0.125,1.0,0.25,0,0,4217717112,4294967295,4294967295,4294967295,4294967295,77250183,0,0
0.125,1.0,0.0,0,0,2147483648,4294967295,4294967295,4294967295,4294967295,2147483648,0,0
0.125,0.5,1.0,483,2147483648,4294966812,4294967295,4294967295,4294966812,2147483648,483,0,0
0.125,0.5,0.5,0,1440317,4293526978,4294967295,4294967295,4294967295,4293526978,1440317,0,0
0.125,0.5,0.25,0,26389,4217717112,4294967287,4294967295,4294967295,4294940906,77250183,8,0
0.125,0.5,0.0,0,483,2147483648,4294966812,4294967295,4294967295,4294966812,2147483648,483,0
0.125,0.25,1.0,2147483648,4293526978,4294966812,4294967295,4294967295,2147483648,1440317,483,0,0
0.125,0.25,0.5,1440317,2147483648,4293526978,4294966812,4294967295,4293526978,2147483648,1440317,483,0
0.125,0.25,0.25,26389,77250183,4217717112,4294940906,4294967287,4294940906,4217717112,77250183,26389,8
0.125,0.25,0.0,483,1440317,2147483648,4293526978,4294966812,4294966812,4293526978,2147483648,1440317,483
0.125,0.0,1.0,4294966812,4294966812,4294966812,4294966812,4294966812,483,483,483,483,483
0.125,0.0,0.5,4293526978,4293526978,4293526978,4293526978,4293526978,1440317,1440317,1440317,1440317,1440317
0.125,0.0,0.25,4217717112,4217717112,4217717112,4217717112,4217717112,77250183,77250183,77250183,77250183,77250183
0.125,0.0,0.0,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648,2147483648
